ds,y_p10,y_pred,y_p90,y_actual,hour,residual
2026-03-14 22:00:00,0.0,3.0,9.0,4,22,-1.0
2026-03-14 23:00:00,0.0,3.0,9.0,1,23,2.0
2026-03-15 02:00:00,0.0,1.92,5.26,1,2,0.9199999999999999
2026-03-15 08:00:00,0.0,3.0,9.0,1,8,2.0
2026-03-15 09:00:00,0.0,3.0,9.0,1,9,2.0
2026-03-15 11:00:00,0.0,3.0,9.0,8,11,-5.0
2026-03-15 12:00:00,0.0,3.0,9.0,2,12,1.0
2026-03-15 13:00:00,0.0,3.0,9.0,1,13,2.0
2026-03-15 14:00:00,0.0,3.0,9.0,4,14,-1.0
2026-03-15 15:00:00,0.0,3.0,9.0,5,15,-2.0
2026-03-15 16:00:00,0.0,3.0,9.0,11,16,-8.0
2026-03-15 17:00:00,0.0,3.0,9.0,8,17,-5.0
2026-03-15 18:00:00,0.0,3.0,9.0,8,18,-5.0
2026-03-15 19:00:00,0.0,3.0,9.0,12,19,-9.0
2026-03-15 20:00:00,0.0,3.0,9.0,13,20,-10.0
2026-03-15 21:00:00,0.0,3.0,9.0,16,21,-13.0
2026-03-15 22:00:00,0.0,3.0,9.0,5,22,-2.0
2026-03-15 23:00:00,0.0,2.71,8.71,1,23,1.71
2026-03-16 00:00:00,0.0,0.31,3.53,3,0,-2.69
2026-03-16 01:00:00,0.0,1.37,4.96,3,1,-1.63
