ds,y_p10,y_pred,y_p90,y_actual
2026-01-18 20:00:00,0.0,4.81,16.18,5
2026-01-18 21:00:00,0.0,4.55,15.02,5
2026-01-19 07:00:00,0.0,25.58,62.4,12
2026-01-19 08:00:00,0.0,60.8,148.19,15
2026-01-19 09:00:00,0.0,88.13,182.4,15
2026-01-19 10:00:00,16.4,90.14,163.88,20
2026-01-19 11:00:00,21.74,93.73,165.71,42
2026-01-19 12:00:00,3.96,86.33,168.7,24
2026-01-19 13:00:00,10.1,90.81,171.53,23
2026-01-19 14:00:00,7.49,83.42,159.35,17
2026-01-19 15:00:00,13.35,69.94,126.53,23
2026-01-19 16:00:00,0.0,40.98,97.49,2
2026-01-19 17:00:00,0.0,25.05,74.19,19
2026-01-19 18:00:00,0.0,14.19,49.11,17
2026-01-19 19:00:00,0.0,16.04,42.08,40
2026-01-19 20:00:00,0.0,9.75,35.62,26
2026-01-19 21:00:00,0.0,9.33,28.49,6
2026-01-19 22:00:00,0.0,8.36,27.4,12
2026-01-19 23:00:00,0.0,7.85,23.67,1
2026-01-20 00:00:00,4.33,13.32,22.3,9
2026-01-20 01:00:00,0.0,5.45,22.6,2
2026-01-20 02:00:00,0.0,1.97,9.39,1
2026-01-20 05:00:00,0.0,0.84,8.21,9
2026-01-20 06:00:00,0.0,3.43,14.17,6
2026-01-20 07:00:00,0.0,23.26,60.92,30
2026-01-20 08:00:00,0.0,59.39,139.83,69
2026-01-20 09:00:00,0.0,81.63,164.21,125
2026-01-20 10:00:00,22.83,85.72,148.6,105
2026-01-20 11:00:00,21.23,86.96,152.68,144
2026-01-20 12:00:00,7.77,80.61,153.44,205
2026-01-20 13:00:00,10.28,78.53,146.78,189
2026-01-20 14:00:00,15.11,81.93,148.74,111
2026-01-20 15:00:00,9.81,65.56,121.32,103
2026-01-20 16:00:00,0.0,36.41,98.34,69
2026-01-20 17:00:00,0.0,20.02,65.47,35
2026-01-20 18:00:00,0.0,12.67,42.64,25
2026-01-20 19:00:00,0.0,14.64,43.69,22
2026-01-20 20:00:00,0.0,7.27,29.61,11
2026-01-20 21:00:00,0.0,6.61,23.18,6
2026-01-20 22:00:00,0.0,7.55,24.43,4
2026-01-20 23:00:00,0.0,3.72,18.01,5
2026-01-21 00:00:00,0.0,0.77,5.32,12
2026-01-21 01:00:00,0.0,3.43,9.75,8
2026-01-21 05:00:00,0.0,1.48,8.91,3
2026-01-21 06:00:00,0.0,4.78,15.73,13
2026-01-21 07:00:00,0.0,21.62,61.48,45
2026-01-21 08:00:00,0.0,46.01,127.48,86
2026-01-21 09:00:00,0.0,63.69,145.61,128
2026-01-21 10:00:00,0.0,76.04,156.63,108
2026-01-21 11:00:00,9.7,81.0,152.29,134
2026-01-21 12:00:00,6.61,76.03,145.45,131
2026-01-21 13:00:00,0.0,77.92,156.01,135
2026-01-21 14:00:00,6.9,82.01,157.11,125
2026-01-21 15:00:00,3.43,63.69,123.95,114
2026-01-21 16:00:00,0.0,34.96,102.21,69
2026-01-21 17:00:00,0.0,18.9,65.15,42
2026-01-21 18:00:00,0.0,11.71,39.78,13
2026-01-21 19:00:00,0.0,14.61,43.96,18
2026-01-21 20:00:00,0.0,9.69,32.09,7
2026-01-21 21:00:00,0.0,8.21,27.42,9
2026-01-21 22:00:00,0.0,5.27,21.78,10
2026-01-21 23:00:00,0.0,4.0,17.07,7
