ds,y_p10,y_pred,y_p90,y_actual
2026-01-16 08:00:00,0.01,42.39,84.77,56
2026-01-16 09:00:00,0.0,59.05,137.53,92
2026-01-16 10:00:00,0.0,82.33,178.75,83
2026-01-16 11:00:00,0.0,84.4,231.13,98
2026-01-16 12:00:00,0.0,81.41,212.64,84
2026-01-16 13:00:00,0.0,81.18,220.04,98
2026-01-16 14:00:00,0.0,73.25,208.29,76
2026-01-16 15:00:00,0.0,47.98,150.32,55
2026-01-16 16:00:00,0.0,30.75,119.13,42
2026-01-16 17:00:00,0.0,18.81,71.34,18
2026-01-16 18:00:00,0.0,8.65,33.45,4
2026-01-16 19:00:00,0.0,7.82,30.62,8
2026-01-16 20:00:00,0.0,4.13,29.77,2
2026-01-16 21:00:00,0.0,4.0,27.51,4
2026-01-16 22:00:00,0.0,3.29,28.26,1
2026-01-16 23:00:00,0.0,2.02,27.75,2
2026-01-17 06:00:00,0.0,2.0,28.32,3
2026-01-17 08:00:00,0.0,28.5,65.8,2
2026-01-17 09:00:00,0.0,32.94,97.42,1
2026-01-17 11:00:00,0.0,31.13,124.73,6
2026-01-17 12:00:00,0.0,28.61,93.6,1
2026-01-17 13:00:00,0.0,22.58,95.02,1
2026-01-17 14:00:00,0.0,17.0,81.02,6
2026-01-17 15:00:00,0.0,14.0,62.36,2
2026-01-17 16:00:00,0.0,13.0,63.45,1
2026-01-17 17:00:00,0.0,9.0,43.0,5
2026-01-17 18:00:00,0.0,7.0,28.81,19
2026-01-17 19:00:00,0.0,6.0,29.03,1
2026-01-17 20:00:00,0.0,3.2,30.64,2
2026-01-17 22:00:00,0.0,3.0,29.71,2
2026-01-17 23:00:00,0.0,2.01,29.51,2
2026-01-18 09:00:00,0.0,35.65,106.14,2
2026-01-18 10:00:00,0.0,40.5,104.56,3
2026-01-18 11:00:00,0.0,32.17,134.14,3
2026-01-18 12:00:00,0.0,32.15,102.16,6
2026-01-18 13:00:00,0.0,25.86,108.9,43
2026-01-18 14:00:00,0.0,20.88,89.89,3
2026-01-18 15:00:00,0.0,14.0,65.41,1
2026-01-18 16:00:00,0.0,13.0,66.62,9
2026-01-18 17:00:00,0.0,9.0,45.13,3
2026-01-18 18:00:00,0.0,7.0,30.16,4
2026-01-18 19:00:00,0.0,6.0,30.46,2
2026-01-18 20:00:00,0.0,4.94,34.06,5
2026-01-18 21:00:00,0.0,4.01,30.7,5
2026-01-19 07:00:00,0.0,24.37,63.34,12
2026-01-19 08:00:00,0.0,67.55,153.37,15
2026-01-19 09:00:00,0.0,91.7,268.45,15
2026-01-19 10:00:00,0.0,95.83,268.59,20
2026-01-19 11:00:00,0.0,96.16,308.35,42
2026-01-19 12:00:00,0.0,92.19,276.04,24
2026-01-19 13:00:00,0.0,96.83,297.38,23
2026-01-19 14:00:00,0.0,89.18,281.09,17
2026-01-19 15:00:00,0.0,75.39,252.8,23
2026-01-19 16:00:00,0.0,45.59,187.33,2
2026-01-19 17:00:00,0.0,27.92,117.07,19
2026-01-19 18:00:00,0.0,15.95,54.44,17
2026-01-19 19:00:00,0.0,15.55,47.56,40
2026-01-19 20:00:00,0.0,9.16,44.11,26
2026-01-19 21:00:00,0.0,8.33,39.86,6
2026-01-19 22:00:00,0.0,7.23,38.49,12
2026-01-19 23:00:00,0.0,6.64,37.97,1
2026-01-20 00:00:00,0.0,12.97,46.81,9
2026-01-20 01:00:00,0.0,4.71,47.15,2
2026-01-20 02:00:00,0.0,1.0,34.54,1
2026-01-20 05:00:00,0.0,1.0,34.03,9
2026-01-20 06:00:00,0.0,3.08,34.93,6
2026-01-20 07:00:00,0.0,24.27,60.62,30
2026-01-20 08:00:00,0.0,69.26,159.97,69
2026-01-20 09:00:00,0.0,88.1,255.71,125
2026-01-20 10:00:00,0.0,96.01,258.58,105
2026-01-20 11:00:00,0.0,92.44,299.49,144
2026-01-20 12:00:00,0.0,86.93,265.52,205
2026-01-20 13:00:00,0.0,90.46,285.41,189
2026-01-20 14:00:00,0.0,88.84,277.85,111
2026-01-20 15:00:00,0.0,70.73,244.1,103
2026-01-20 16:00:00,0.0,37.06,169.52,69
2026-01-20 17:00:00,0.0,21.73,100.55,35
2026-01-20 18:00:00,0.0,11.94,51.03,25
2026-01-20 19:00:00,0.0,12.72,45.7,22
2026-01-20 20:00:00,0.0,6.13,42.52,11
2026-01-20 21:00:00,0.0,5.43,35.28,6
2026-01-20 22:00:00,0.0,6.46,38.12,4
2026-01-20 23:00:00,0.0,2.91,35.48,5
2026-01-21 00:00:00,0.0,1.0,35.88,12
2026-01-21 01:00:00,0.0,2.86,38.85,8
2026-01-21 05:00:00,0.0,1.08,35.08,3
2026-01-21 06:00:00,0.0,2.42,35.17,13
2026-01-21 07:00:00,0.0,22.43,60.11,45
2026-01-21 08:00:00,0.0,47.7,133.3,86
2026-01-21 09:00:00,0.0,76.09,225.55,128
2026-01-21 10:00:00,0.0,90.66,243.61,108
2026-01-21 11:00:00,0.0,92.42,307.86,134
2026-01-21 12:00:00,0.0,86.37,271.94,131
2026-01-21 13:00:00,0.0,91.26,293.91,135
2026-01-21 14:00:00,0.0,89.4,285.81,125
2026-01-21 15:00:00,0.0,71.43,251.44,114
2026-01-21 16:00:00,0.0,39.03,179.16,69
2026-01-21 17:00:00,0.0,19.21,101.29,42
2026-01-21 18:00:00,0.0,9.97,42.99,13
2026-01-21 19:00:00,0.0,11.99,45.55,18
2026-01-21 20:00:00,0.0,8.67,46.37,7
2026-01-21 21:00:00,0.0,6.88,38.62,9
2026-01-21 22:00:00,0.0,4.13,36.86,10
2026-01-21 23:00:00,0.0,3.35,37.04,7
