ds,y_p10,y_pred,y_p90,y_actual
2026-01-18 15:00:00,0.0,0.48,66.74,1
2026-01-18 16:00:00,0.0,0.92,70.29,9
2026-01-18 17:00:00,0.0,4.33,50.33,3
2026-01-18 18:00:00,0.0,3.02,33.93,4
2026-01-18 19:00:00,0.0,3.96,37.34,2
2026-01-18 20:00:00,0.0,4.85,38.45,5
2026-01-18 21:00:00,0.0,4.43,37.09,5
2026-01-19 07:00:00,0.0,22.13,79.43,12
2026-01-19 08:00:00,0.0,66.21,189.62,15
2026-01-19 09:00:00,0.0,89.62,302.39,15
2026-01-19 10:00:00,0.0,91.23,323.19,20
2026-01-19 11:00:00,0.0,94.65,312.77,42
2026-01-19 12:00:00,0.0,87.79,300.3,24
2026-01-19 13:00:00,0.0,91.14,302.37,23
2026-01-19 14:00:00,0.0,83.6,289.14,17
2026-01-19 15:00:00,0.0,66.88,244.22,23
2026-01-19 16:00:00,0.0,43.69,186.09,2
2026-01-19 17:00:00,0.0,27.48,117.88,19
2026-01-19 18:00:00,0.0,14.07,58.88,17
2026-01-19 19:00:00,0.0,14.86,54.15,40
2026-01-19 20:00:00,0.0,9.03,48.42,26
2026-01-19 21:00:00,0.0,8.03,45.58,6
2026-01-19 22:00:00,0.0,6.86,42.58,12
2026-01-19 23:00:00,0.0,6.22,40.43,1
2026-01-20 00:00:00,0.0,12.83,47.98,9
2026-01-20 01:00:00,0.0,4.55,48.3,2
2026-01-20 02:00:00,0.0,0.37,35.23,1
2026-01-20 05:00:00,0.0,0.71,35.06,9
2026-01-20 06:00:00,0.0,3.01,37.79,6
2026-01-20 07:00:00,0.0,22.44,77.79,30
2026-01-20 08:00:00,0.0,62.81,138.12,69
2026-01-20 09:00:00,0.0,89.57,249.0,125
2026-01-20 10:00:00,0.0,96.85,259.65,105
2026-01-20 11:00:00,0.0,93.97,301.06,144
2026-01-20 12:00:00,0.0,89.08,267.67,205
2026-01-20 13:00:00,0.0,93.54,289.62,189
2026-01-20 14:00:00,0.0,90.32,279.33,111
2026-01-20 15:00:00,0.0,75.32,248.69,103
2026-01-20 16:00:00,0.0,39.53,179.71,69
2026-01-20 17:00:00,0.0,21.77,100.6,35
2026-01-20 18:00:00,0.0,11.93,51.02,25
2026-01-20 19:00:00,0.0,13.12,56.14,22
2026-01-20 20:00:00,0.0,6.19,47.53,11
2026-01-20 21:00:00,0.0,5.52,41.98,6
2026-01-20 22:00:00,0.0,6.54,43.45,4
2026-01-20 23:00:00,0.0,2.97,39.14,5
2026-01-21 00:00:00,0.0,0.61,37.44,12
2026-01-21 01:00:00,0.0,2.96,40.91,8
2026-01-21 05:00:00,0.0,1.05,37.02,3
2026-01-21 06:00:00,0.0,6.47,42.87,13
2026-01-21 07:00:00,0.0,20.31,78.49,45
2026-01-21 08:00:00,0.0,45.78,163.23,86
2026-01-21 09:00:00,0.0,65.8,262.76,128
2026-01-21 10:00:00,0.0,83.3,294.6,108
2026-01-21 11:00:00,0.0,87.64,299.71,134
2026-01-21 12:00:00,0.0,82.12,306.92,131
2026-01-21 13:00:00,0.0,83.69,291.94,135
2026-01-21 14:00:00,0.0,85.35,289.38,125
2026-01-21 15:00:00,0.0,64.63,264.67,114
2026-01-21 16:00:00,0.0,37.49,184.6,69
2026-01-21 17:00:00,0.0,19.53,106.19,42
2026-01-21 18:00:00,0.0,9.54,52.21,13
2026-01-21 19:00:00,0.0,11.86,55.55,18
2026-01-21 20:00:00,0.0,8.62,51.48,7
2026-01-21 21:00:00,0.0,6.83,45.47,9
2026-01-21 22:00:00,0.0,4.07,42.0,10
2026-01-21 23:00:00,0.0,3.3,40.45,7
