ds,y_p10,y_pred,y_p90,y_actual,hour,residual
2026-03-14 22:00:00,0.0,5.49,12.23,4,22,1.4900000000000002
2026-03-14 23:00:00,0.0,4.78,11.05,1,23,3.7800000000000002
2026-03-15 02:00:00,0.0,2.0,5.34,1,2,1.0
2026-03-15 08:00:00,0.0,9.79,25.79,1,8,8.79
2026-03-15 09:00:00,0.0,9.31,27.52,1,9,8.31
2026-03-15 11:00:00,0.0,16.27,33.43,8,11,8.27
2026-03-15 12:00:00,0.0,10.37,25.86,2,12,8.37
2026-03-15 13:00:00,0.0,11.25,26.51,1,13,10.25
2026-03-15 14:00:00,0.0,14.82,32.79,4,14,10.82
2026-03-15 15:00:00,0.0,10.77,26.93,5,15,5.77
2026-03-15 16:00:00,0.0,13.76,28.92,11,16,2.76
2026-03-15 17:00:00,0.15,15.33,30.51,8,17,7.33
2026-03-15 18:00:00,0.62,12.76,24.91,8,18,4.76
2026-03-15 19:00:00,0.0,8.11,21.76,12,19,-3.8900000000000006
2026-03-15 20:00:00,0.93,10.06,19.19,13,20,-2.9399999999999995
2026-03-15 21:00:00,0.0,10.38,21.62,16,21,-5.619999999999999
2026-03-15 22:00:00,1.9,13.37,24.84,5,22,8.37
2026-03-15 23:00:00,0.0,5.31,17.74,1,23,4.31
2026-03-16 00:00:00,0.0,1.87,5.17,3,0,-1.13
2026-03-16 01:00:00,0.0,2.5,6.21,3,1,-0.5
