ds,y_p10,y_pred,y_p90,y_actual
2026-01-16 08:00:00,0.0,42.17,85.78,56
2026-01-16 09:00:00,0.0,59.76,138.46,92
2026-01-16 10:00:00,0.0,86.89,183.31,83
2026-01-16 11:00:00,0.0,88.3,245.88,98
2026-01-16 12:00:00,0.0,84.71,223.63,84
2026-01-16 13:00:00,0.0,86.36,228.78,98
2026-01-16 14:00:00,0.0,80.36,224.2,76
2026-01-16 15:00:00,0.0,49.05,151.39,55
2026-01-16 16:00:00,0.0,32.29,120.67,42
2026-01-16 17:00:00,0.0,18.75,71.27,18
2026-01-16 18:00:00,0.0,8.8,33.6,4
2026-01-16 19:00:00,0.0,7.93,39.35,8
2026-01-16 20:00:00,0.0,4.12,33.69,2
2026-01-16 21:00:00,0.0,2.68,31.45,4
2026-01-16 22:00:00,0.0,3.29,32.21,1
2026-01-16 23:00:00,0.0,1.72,30.09,2
2026-01-17 06:00:00,0.0,0.65,29.67,3
2026-01-17 08:00:00,0.0,28.5,57.97,2
2026-01-17 09:00:00,0.0,31.6,96.08,1
2026-01-17 11:00:00,0.0,30.67,124.27,6
2026-01-17 12:00:00,0.0,28.88,93.87,1
2026-01-17 13:00:00,0.0,22.93,95.37,1
2026-01-17 14:00:00,0.0,17.0,80.66,6
2026-01-17 15:00:00,0.0,14.0,62.36,2
2026-01-17 16:00:00,0.0,13.0,63.45,1
2026-01-17 17:00:00,0.0,9.0,43.0,5
2026-01-17 18:00:00,0.0,7.0,28.81,19
2026-01-17 19:00:00,0.0,3.71,35.14,1
2026-01-17 20:00:00,0.0,2.95,34.6,2
2026-01-17 22:00:00,0.0,2.55,33.49,2
2026-01-17 23:00:00,0.0,2.18,32.51,2
2026-01-18 09:00:00,0.0,34.3,104.79,2
2026-01-18 10:00:00,0.0,40.5,95.49,3
2026-01-18 11:00:00,0.0,32.08,134.04,3
2026-01-18 12:00:00,0.0,31.57,101.58,6
2026-01-18 13:00:00,0.0,25.48,108.52,43
2026-01-18 14:00:00,0.0,20.68,89.69,3
2026-01-18 15:00:00,0.0,14.0,65.41,1
2026-01-18 16:00:00,0.0,13.0,66.62,9
2026-01-18 17:00:00,0.0,9.0,45.13,3
2026-01-18 18:00:00,0.0,7.0,30.16,4
2026-01-18 19:00:00,0.0,4.46,37.83,2
2026-01-18 20:00:00,0.0,4.86,38.45,5
2026-01-18 21:00:00,0.0,4.17,36.83,5
2026-01-19 07:00:00,0.0,24.48,81.78,12
2026-01-19 08:00:00,0.0,67.68,153.5,15
2026-01-19 09:00:00,0.0,92.24,268.99,15
2026-01-19 10:00:00,0.0,97.38,270.14,20
2026-01-19 11:00:00,0.0,96.9,310.36,42
2026-01-19 12:00:00,0.0,93.07,276.91,24
2026-01-19 13:00:00,0.0,98.63,297.2,23
2026-01-19 14:00:00,0.0,90.77,290.76,17
2026-01-19 15:00:00,0.0,78.46,255.87,23
2026-01-19 16:00:00,0.0,46.96,188.7,2
2026-01-19 17:00:00,0.0,29.16,119.61,19
2026-01-19 18:00:00,0.0,16.55,60.92,17
2026-01-19 19:00:00,0.0,16.41,58.47,40
2026-01-19 20:00:00,0.0,9.83,51.8,26
2026-01-19 21:00:00,0.0,8.37,46.19,6
2026-01-19 22:00:00,0.0,7.38,43.37,12
2026-01-19 23:00:00,0.0,6.75,41.24,1
2026-01-20 00:00:00,0.0,12.93,48.35,9
2026-01-20 01:00:00,0.0,4.83,48.86,2
2026-01-20 02:00:00,0.0,0.78,35.91,1
2026-01-20 05:00:00,0.0,0.99,35.62,9
2026-01-20 06:00:00,0.0,3.55,38.61,6
2026-01-20 07:00:00,0.0,25.15,80.78,30
2026-01-20 08:00:00,0.0,72.75,165.39,69
2026-01-20 09:00:00,0.0,89.89,260.58,125
2026-01-20 10:00:00,0.0,98.11,261.25,105
2026-01-20 11:00:00,0.0,93.89,310.41,144
2026-01-20 12:00:00,0.0,89.0,267.93,205
2026-01-20 13:00:00,0.0,93.23,289.65,189
2026-01-20 14:00:00,0.0,90.52,279.88,111
2026-01-20 15:00:00,0.0,75.06,248.43,103
2026-01-20 16:00:00,0.0,39.0,179.18,69
2026-01-20 17:00:00,0.0,21.71,100.54,35
2026-01-20 18:00:00,0.0,12.05,51.14,25
2026-01-20 19:00:00,0.0,13.17,56.18,22
2026-01-20 20:00:00,0.0,6.23,47.86,11
2026-01-20 21:00:00,0.0,5.51,42.25,6
2026-01-20 22:00:00,0.0,6.55,43.46,4
2026-01-20 23:00:00,0.0,2.97,39.14,5
2026-01-21 00:00:00,0.0,0.71,37.54,12
2026-01-21 01:00:00,0.0,2.96,40.9,8
2026-01-21 05:00:00,0.0,1.36,37.33,3
2026-01-21 06:00:00,0.0,3.24,39.64,13
2026-01-21 07:00:00,0.0,23.5,81.68,45
2026-01-21 08:00:00,0.0,47.57,133.47,86
2026-01-21 09:00:00,0.0,80.35,230.17,128
2026-01-21 10:00:00,0.0,93.28,246.22,108
2026-01-21 11:00:00,0.0,93.94,309.38,134
2026-01-21 12:00:00,0.0,88.31,273.88,131
2026-01-21 13:00:00,0.0,94.05,297.88,135
2026-01-21 14:00:00,0.0,91.37,287.77,125
2026-01-21 15:00:00,0.0,75.48,255.48,114
2026-01-21 16:00:00,0.0,41.03,186.53,69
2026-01-21 17:00:00,0.0,20.13,103.21,42
2026-01-21 18:00:00,0.0,10.45,43.46,13
2026-01-21 19:00:00,0.0,12.2,56.26,18
2026-01-21 20:00:00,0.0,8.76,51.62,7
2026-01-21 21:00:00,0.0,6.96,45.6,9
2026-01-21 22:00:00,0.0,4.2,42.13,10
2026-01-21 23:00:00,0.0,3.49,40.64,7
